subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
49,1,1,1,Z,0,0.25,"Casino 1, visit 1: Choose Z or H.",1
49,2,4,1,F,0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 1: Choose G or F.",2
49,3,4,2,F,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3
49,4,2,1,T,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 1: Choose M or T.",4
49,5,3,1,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 1: Choose Q or C.",5
49,6,4,3,G,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 3: Choose G or F.",6
49,7,4,4,G,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7
49,8,2,2,T,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 2: Choose M or T.",8
49,9,1,2,Z,0,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9
49,10,4,5,G,0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 5: Choose G or F.",10
49,11,1,3,Z,-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
49,12,1,4,Z,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12
49,13,2,3,T,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
49,14,3,2,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14
49,15,3,3,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 3: Choose Q or C.",15
49,16,1,5,H,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16
49,17,3,4,C,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17
49,18,2,4,T,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 2, visit 4: Choose M or T.",18
49,19,1,6,Z,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19
