subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,outcome_numeric,unchosen_machine_label,prob_of_no_loss_unchosen,counterfactual_reward,counterfactual_outcome_numeric,prompt_used,llm_history_context_turns
35,1,1,1,H,0,0.25,0,Z,0.25,0,0,"Casino 1, visit 1: Choose Z or H.",1
35,2,4,1,F,1,0.75,1,G,0.75,1,1,"Outcome: You chose Machine H and experienced a loss (Reward: 0). The other machine, Machine Z, would have resulted in a loss (Reward: 0).

Casino 4, visit 1: Choose G or F.",2
35,3,4,2,F,1,0.75,1,G,0.75,1,1,"Outcome: You chose Machine F and experienced a win (Reward: 1). The other machine, Machine G, would have resulted in a win (Reward: 1).

Casino 4, visit 2: Choose G or F.",3
35,4,2,1,M,0,0.25,0,T,0.75,1,1,"Outcome: You chose Machine F and experienced a win (Reward: 1). The other machine, Machine G, would have resulted in a win (Reward: 1).

Casino 2, visit 1: Choose M or T.",4
35,5,3,1,C,0,0.25,0,Q,0.75,0,0,"Outcome: You chose Machine M and experienced a loss (Reward: 0). The other machine, Machine T, would have resulted in a win (Reward: 1).

Casino 3, visit 1: Choose Q or C.",5
35,6,4,3,G,0,0.75,0,F,0.75,0,0,"Outcome: You chose Machine C and experienced a loss (Reward: 0). The other machine, Machine Q, would have resulted in a loss (Reward: 0).

Casino 4, visit 3: Choose G or F.",6
35,7,4,4,F,1,0.75,1,G,0.75,1,1,"Outcome: You chose Machine G and experienced a loss (Reward: 0). The other machine, Machine F, would have resulted in a loss (Reward: 0).

Casino 4, visit 4: Choose G or F.",7
35,8,2,2,T,1,0.75,1,M,0.25,0,0,"Outcome: You chose Machine F and experienced a win (Reward: 1). The other machine, Machine G, would have resulted in a win (Reward: 1).

Casino 2, visit 2: Choose M or T.",8
35,9,1,2,Z,0,0.25,0,H,0.25,0,0,"Outcome: You chose Machine T and experienced a win (Reward: 1). The other machine, Machine M, would have resulted in a loss (Reward: 0).

Casino 1, visit 2: Choose Z or H.",9
35,10,4,5,F,0,0.75,0,G,0.75,1,1,"Outcome: You chose Machine Z and experienced a loss (Reward: 0). The other machine, Machine H, would have resulted in a loss (Reward: 0).

Casino 4, visit 5: Choose G or F.",10
