subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,win_probability,prompt_used,llm_history_context_turns
39,1,1,1,Z,0,0.25,"Casino 1, visit 1: Choose Z or H.",1
39,2,4,1,F,1,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 1: Choose G or F.",2
39,3,4,2,F,1,0.75,"Machine F in Casino 4 delivered 1 points.

Casino 4, visit 2: Choose G or F.",3
39,4,2,1,M,0,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 2, visit 1: Choose M or T.",4
39,5,3,1,C,0,0.25,"Machine M in Casino 2 delivered 0 points.

Casino 3, visit 1: Choose Q or C.",5
39,6,4,3,F,1,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 4, visit 3: Choose G or F.",6
39,7,4,4,F,1,0.75,"Machine F in Casino 4 delivered 1 points.

Casino 4, visit 4: Choose G or F.",7
39,8,2,2,T,1,0.75,"Machine F in Casino 4 delivered 1 points.

Casino 2, visit 2: Choose M or T.",8
39,9,1,2,H,0,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 1, visit 2: Choose Z or H.",9
39,10,4,5,F,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 5: Choose G or F.",10
39,11,1,3,Z,0,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 1, visit 3: Choose Z or H.",11
39,12,1,4,H,0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 1, visit 4: Choose Z or H.",12
39,13,2,3,T,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 3: Choose M or T.",13
39,14,3,2,Q,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 3, visit 2: Choose Q or C.",14
39,15,3,3,Q,0,0.75,"Machine Q in Casino 3 delivered 1 points.

Casino 3, visit 3: Choose Q or C.",15
39,16,1,5,Z,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 5: Choose Z or H.",16
39,17,3,4,C,1,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 4: Choose Q or C.",17
39,18,2,4,T,1,0.75,"Machine C in Casino 3 delivered 1 points.

Casino 2, visit 4: Choose M or T.",18
39,19,1,6,H,0,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 1, visit 6: Choose Z or H.",19
39,20,4,6,F,1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 6: Choose G or F.",20
39,21,3,5,C,0,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 3, visit 5: Choose Q or C.",21
39,22,3,6,Q,0,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22
39,23,1,7,Z,1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23
39,24,3,7,C,0,0.25,"Machine Z in Casino 1 delivered 1 points.

Casino 3, visit 7: Choose Q or C.",24
39,25,3,8,Q,0,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25
39,26,3,9,C,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 9: Choose Q or C.",26
39,27,4,7,F,0,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 4, visit 7: Choose G or F.",27
39,28,4,8,G,1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 8: Choose G or F.",28
39,29,2,5,T,0,0.75,"Machine G in Casino 4 delivered 1 points.

Casino 2, visit 5: Choose M or T.",29
39,30,4,9,G,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 9: Choose G or F.",30
39,31,2,6,T,1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 6: Choose M or T.",31
39,32,1,8,Z,1,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 1, visit 8: Choose Z or H.",32
39,33,2,7,T,1,0.75,"Machine Z in Casino 1 delivered 1 points.

Casino 2, visit 7: Choose M or T.",33
39,34,4,10,F,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 4, visit 10: Choose G or F.",34
39,35,1,9,Z,0,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 1, visit 9: Choose Z or H.",35
39,36,4,11,F,0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 11: Choose G or F.",36
39,37,2,8,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 8: Choose M or T.",37
39,38,2,9,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 9: Choose M or T.",38
39,39,3,10,C,1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 10: Choose Q or C.",39
39,40,1,10,Z,0,0.25,"Machine C in Casino 3 delivered 1 points.

Casino 1, visit 10: Choose Z or H.",40
39,41,3,11,C,0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 3, visit 11: Choose Q or C.",41
39,42,4,12,F,1,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 4, visit 12: Choose G or F.",42
39,43,1,11,Z,1,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 1, visit 11: Choose Z or H.",43
39,44,4,13,F,1,0.75,"Machine Z in Casino 1 delivered 1 points.

Casino 4, visit 13: Choose G or F.",44
39,45,3,12,C,0,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 3, visit 12: Choose Q or C.",45
39,46,2,10,T,1,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 2, visit 10: Choose M or T.",46
39,47,4,14,F,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 4, visit 14: Choose G or F.",47
39,48,4,15,F,1,0.75,"Machine F in Casino 4 delivered 1 points.

Casino 4, visit 15: Choose G or F.",48
39,49,1,12,Z,1,0.25,"Machine F in Casino 4 delivered 1 points.

Casino 1, visit 12: Choose Z or H.",49
39,50,3,13,C,0,0.25,"Machine Z in Casino 1 delivered 1 points.

Casino 3, visit 13: Choose Q or C.",50
39,51,1,13,Z,0,0.25,"Machine C in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51
39,52,4,16,F,1,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 4, visit 16: Choose G or F.",52
39,53,2,11,T,1,0.75,"Machine F in Casino 4 delivered 1 points.

Casino 2, visit 11: Choose M or T.",53
39,54,3,14,C,0,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 3, visit 14: Choose Q or C.",54
39,55,1,14,Z,1,0.25,"Machine C in Casino 3 delivered 0 points.

Casino 1, visit 14: Choose Z or H.",55
39,56,2,12,T,1,0.75,"Machine Z in Casino 1 delivered 1 points.

Casino 2, visit 12: Choose M or T.",56
39,57,2,13,T,1,0.75,"Machine T in Casino 2 delivered 1 points.

Casino 2, visit 13: Choose M or T.",57
39,58,1,15,Z,0,0.25,"Machine T in Casino 2 delivered 1 points.

Casino 1, visit 15: Choose Z or H.",58
39,59,1,16,Z,0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 1, visit 16: Choose Z or H.",59
39,60,1,17,H,0,0.25,"Machine Z in Casino 1 delivered 0 points.

Casino 1, visit 17: Choose Z or H.",60
