subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
33,1,1,1,H,-1,0.25,"Casino 1, visit 1: Choose Z or H.",1
33,2,4,1,F,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2
33,3,4,2,G,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 4, visit 2: Choose G or F.",3
33,4,2,1,T,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4
33,5,3,1,Q,-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 1: Choose Q or C.",5
33,6,4,3,G,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6
33,7,4,4,G,-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 4: Choose G or F.",7
33,8,2,2,T,-1,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 2: Choose M or T.",8
33,9,1,2,Z,-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 2: Choose Z or H.",9
33,10,4,5,F,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10
33,11,1,3,H,0,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
33,12,1,4,H,-1,0.25,"Machine H in Casino 1 delivered 0 points.

Casino 1, visit 4: Choose Z or H.",12
33,13,2,3,M,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
33,14,3,2,C,-1,0.25,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 2: Choose Q or C.",14
33,15,3,3,Q,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15
33,16,1,5,H,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 5: Choose Z or H.",16
33,17,3,4,Q,-1,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 4: Choose Q or C.",17
33,18,2,4,T,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 4: Choose M or T.",18
33,19,1,6,H,0,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 6: Choose Z or H.",19
33,20,4,6,F,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 6: Choose G or F.",20
33,21,3,5,Q,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 5: Choose Q or C.",21
33,22,3,6,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22
33,23,1,7,H,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 7: Choose Z or H.",23
33,24,3,7,C,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24
33,25,3,8,Q,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 8: Choose Q or C.",25
33,26,3,9,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 9: Choose Q or C.",26
33,27,4,7,F,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 7: Choose G or F.",27
33,28,4,8,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 8: Choose G or F.",28
33,29,2,5,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29
33,30,4,9,F,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 9: Choose G or F.",30
33,31,2,6,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 6: Choose M or T.",31
33,32,1,8,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 8: Choose Z or H.",32
33,33,2,7,T,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 7: Choose M or T.",33
33,34,4,10,F,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 10: Choose G or F.",34
33,35,1,9,H,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35
33,36,4,11,F,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 11: Choose G or F.",36
33,37,2,8,T,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 8: Choose M or T.",37
33,38,2,9,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 9: Choose M or T.",38
33,39,3,10,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 10: Choose Q or C.",39
33,40,1,10,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 10: Choose Z or H.",40
33,41,3,11,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 11: Choose Q or C.",41
33,42,4,12,F,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 12: Choose G or F.",42
33,43,1,11,H,-1,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 1, visit 11: Choose Z or H.",43
33,44,4,13,F,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 13: Choose G or F.",44
33,45,3,12,Q,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 12: Choose Q or C.",45
33,46,2,10,T,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 10: Choose M or T.",46
33,47,4,14,F,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47
33,48,4,15,F,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 15: Choose G or F.",48
33,49,1,12,H,-1,0.25,"Machine F in Casino 4 delivered -1 points.

Casino 1, visit 12: Choose Z or H.",49
33,50,3,13,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 13: Choose Q or C.",50
33,51,1,13,H,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51
33,52,4,16,F,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 16: Choose G or F.",52
33,53,2,11,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 11: Choose M or T.",53
33,54,3,14,Q,-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54
33,55,1,14,H,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 14: Choose Z or H.",55
33,56,2,12,T,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 12: Choose M or T.",56
33,57,2,13,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 13: Choose M or T.",57
33,58,1,15,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58
33,59,1,16,H,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59
33,60,1,17,Z,0,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60
33,61,2,14,T,0,0.75,"Machine Z in Casino 1 delivered 0 points.

Casino 2, visit 14: Choose M or T.",61
33,62,2,15,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62
33,63,3,15,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63
33,64,1,18,Z,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64
33,65,3,16,Q,-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65
33,66,2,16,T,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 2, visit 16: Choose M or T.",66
33,67,3,17,Q,-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 17: Choose Q or C.",67
33,68,3,18,C,0,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 18: Choose Q or C.",68
33,69,4,17,F,0,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 4, visit 17: Choose G or F.",69
33,70,3,19,C,0,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 19: Choose Q or C.",70
33,71,2,17,T,-1,0.75,"Machine C in Casino 3 delivered 0 points.

Casino 2, visit 17: Choose M or T.",71
33,72,4,18,F,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 18: Choose G or F.",72
33,73,2,18,T,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 18: Choose M or T.",73
33,74,4,19,F,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 19: Choose G or F.",74
33,75,4,20,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 20: Choose G or F.",75
33,76,4,21,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 21: Choose G or F.",76
33,77,2,19,T,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 19: Choose M or T.",77
33,78,2,20,T,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 20: Choose M or T.",78
33,79,2,21,T,-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 21: Choose M or T.",79
33,80,2,22,T,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 2, visit 22: Choose M or T.",80
33,81,1,19,Z,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 19: Choose Z or H.",81
33,82,2,23,T,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 23: Choose M or T.",82
33,83,4,22,F,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 22: Choose G or F.",83
33,84,1,20,Z,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 20: Choose Z or H.",84
33,85,1,21,Z,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 21: Choose Z or H.",85
33,86,3,20,C,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 20: Choose Q or C.",86
33,87,1,22,Z,-1,0.25,"Machine C in Casino 3 delivered -1 points.

Casino 1, visit 22: Choose Z or H.",87
33,88,3,21,Q,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 21: Choose Q or C.",88
33,89,3,22,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 22: Choose Q or C.",89
33,90,2,24,T,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 24: Choose M or T.",90
33,91,3,23,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 23: Choose Q or C.",91
33,92,4,23,F,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 23: Choose G or F.",92
33,93,1,23,Z,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 23: Choose Z or H.",93
