subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
22,1,1,1,Z,-1,0.25,"Casino 1, visit 1: Choose Z or H.",1
22,2,4,1,F,-1,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2
22,3,4,2,G,-1,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 4, visit 2: Choose G or F.",3
22,4,2,1,M,-1,0.25,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 1: Choose M or T.",4
22,5,3,1,C,-1,0.25,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5
22,6,4,3,F,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6
22,7,4,4,F,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7
22,8,2,2,T,-1,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 2: Choose M or T.",8
22,9,1,2,H,-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 1, visit 2: Choose Z or H.",9
22,10,4,5,F,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10
22,11,1,3,Z,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
22,12,1,4,H,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12
22,13,2,3,M,0,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
22,14,3,2,Q,0,0.75,"Machine M in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14
22,15,3,3,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 3: Choose Q or C.",15
22,16,1,5,Z,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16
22,17,3,4,Q,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17
22,18,2,4,M,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 4: Choose M or T.",18
22,19,1,6,H,-1,0.25,"Machine M in Casino 2 delivered -1 points.

Casino 1, visit 6: Choose Z or H.",19
22,20,4,6,F,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 6: Choose G or F.",20
22,21,3,5,Q,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 3, visit 5: Choose Q or C.",21
22,22,3,6,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22
22,23,1,7,Z,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23
22,24,3,7,Q,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24
22,25,3,8,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25
22,26,3,9,Q,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 9: Choose Q or C.",26
