subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
42,1,1,1,H,0,0.25,"Casino 1, visit 1: Choose Z or H.",1
42,2,4,1,F,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 4, visit 1: Choose G or F.",2
42,3,4,2,F,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3
42,4,2,1,T,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 2, visit 1: Choose M or T.",4
42,5,3,1,Q,-1,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 1: Choose Q or C.",5
42,6,4,3,F,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6
42,7,4,4,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7
42,8,2,2,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 2: Choose M or T.",8
42,9,1,2,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9
42,10,4,5,G,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10
42,11,1,3,Z,-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
42,12,1,4,H,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12
42,13,2,3,T,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
42,14,3,2,C,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14
42,15,3,3,Q,-1,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15
42,16,1,5,H,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16
42,17,3,4,C,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17
42,18,2,4,T,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 2, visit 4: Choose M or T.",18
42,19,1,6,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19
42,20,4,6,F,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 6: Choose G or F.",20
42,21,3,5,Q,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 3, visit 5: Choose Q or C.",21
42,22,3,6,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22
42,23,1,7,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23
42,24,3,7,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 7: Choose Q or C.",24
42,25,3,8,Q,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25
42,26,3,9,Q,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 3, visit 9: Choose Q or C.",26
42,27,4,7,F,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 7: Choose G or F.",27
42,28,4,8,G,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 4, visit 8: Choose G or F.",28
42,29,2,5,T,-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29
42,30,4,9,G,-1,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 9: Choose G or F.",30
42,31,2,6,T,0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 2, visit 6: Choose M or T.",31
42,32,1,8,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 8: Choose Z or H.",32
42,33,2,7,T,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 7: Choose M or T.",33
42,34,4,10,G,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 10: Choose G or F.",34
42,35,1,9,H,-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 9: Choose Z or H.",35
42,36,4,11,G,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 11: Choose G or F.",36
42,37,2,8,T,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 8: Choose M or T.",37
42,38,2,9,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 9: Choose M or T.",38
42,39,3,10,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 10: Choose Q or C.",39
42,40,1,10,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 10: Choose Z or H.",40
42,41,3,11,Q,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 11: Choose Q or C.",41
42,42,4,12,G,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 12: Choose G or F.",42
42,43,1,11,H,-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 11: Choose Z or H.",43
42,44,4,13,G,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 13: Choose G or F.",44
42,45,3,12,Q,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 3, visit 12: Choose Q or C.",45
42,46,2,10,T,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 10: Choose M or T.",46
42,47,4,14,G,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 4, visit 14: Choose G or F.",47
42,48,4,15,G,-1,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 4, visit 15: Choose G or F.",48
42,49,1,12,H,-1,0.25,"Machine G in Casino 4 delivered -1 points.

Casino 1, visit 12: Choose Z or H.",49
42,50,3,13,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 13: Choose Q or C.",50
42,51,1,13,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 13: Choose Z or H.",51
42,52,4,16,G,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 16: Choose G or F.",52
42,53,2,11,T,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 11: Choose M or T.",53
42,54,3,14,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 14: Choose Q or C.",54
42,55,1,14,H,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 14: Choose Z or H.",55
42,56,2,12,T,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 2, visit 12: Choose M or T.",56
42,57,2,13,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 13: Choose M or T.",57
42,58,1,15,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 15: Choose Z or H.",58
42,59,1,16,H,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 16: Choose Z or H.",59
42,60,1,17,H,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 17: Choose Z or H.",60
42,61,2,14,T,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 14: Choose M or T.",61
42,62,2,15,T,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 2, visit 15: Choose M or T.",62
42,63,3,15,Q,0,0.75,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 15: Choose Q or C.",63
42,64,1,18,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 18: Choose Z or H.",64
42,65,3,16,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 16: Choose Q or C.",65
42,66,2,16,T,-1,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 16: Choose M or T.",66
