subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
5,1,1,1,H,-1,0.25,"Casino 1, visit 1: Choose Z or H.",1
5,2,4,1,G,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2
5,3,4,2,F,0,0.75,"Machine G in Casino 4 delivered -1 points.

Casino 4, visit 2: Choose G or F.",3
5,4,2,1,M,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4
5,5,3,1,Q,-1,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5
5,6,4,3,F,-1,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6
5,7,4,4,G,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 4, visit 4: Choose G or F.",7
5,8,2,2,T,0,0.75,"Machine G in Casino 4 delivered 0 points.

Casino 2, visit 2: Choose M or T.",8
5,9,1,2,Z,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9
5,10,4,5,G,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10
5,11,1,3,H,-1,0.25,"Machine G in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
5,12,1,4,Z,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12
5,13,2,3,T,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
5,14,3,2,C,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 3, visit 2: Choose Q or C.",14
5,15,3,3,Q,-1,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15
5,16,1,5,H,-1,0.25,"Machine Q in Casino 3 delivered -1 points.

Casino 1, visit 5: Choose Z or H.",16
5,17,3,4,C,-1,0.25,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17
