subject_id,trial_index,casino,visit_in_casino,chosen_machine_label,reward,prob_of_no_loss,prompt_used,llm_history_context_turns
47,1,1,1,Z,-1,0.25,"Casino 1, visit 1: Choose Z or H.",1
47,2,4,1,F,0,0.75,"Machine Z in Casino 1 delivered -1 points.

Casino 4, visit 1: Choose G or F.",2
47,3,4,2,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 2: Choose G or F.",3
47,4,2,1,M,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 1: Choose M or T.",4
47,5,3,1,Q,-1,0.75,"Machine M in Casino 2 delivered -1 points.

Casino 3, visit 1: Choose Q or C.",5
47,6,4,3,F,0,0.75,"Machine Q in Casino 3 delivered -1 points.

Casino 4, visit 3: Choose G or F.",6
47,7,4,4,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 4: Choose G or F.",7
47,8,2,2,T,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 2: Choose M or T.",8
47,9,1,2,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 2: Choose Z or H.",9
47,10,4,5,F,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 5: Choose G or F.",10
47,11,1,3,Z,-1,0.25,"Machine F in Casino 4 delivered 0 points.

Casino 1, visit 3: Choose Z or H.",11
47,12,1,4,H,-1,0.25,"Machine Z in Casino 1 delivered -1 points.

Casino 1, visit 4: Choose Z or H.",12
47,13,2,3,T,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 2, visit 3: Choose M or T.",13
47,14,3,2,C,-1,0.25,"Machine T in Casino 2 delivered -1 points.

Casino 3, visit 2: Choose Q or C.",14
47,15,3,3,Q,0,0.75,"Machine C in Casino 3 delivered -1 points.

Casino 3, visit 3: Choose Q or C.",15
47,16,1,5,H,-1,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 5: Choose Z or H.",16
47,17,3,4,Q,0,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 3, visit 4: Choose Q or C.",17
47,18,2,4,T,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 2, visit 4: Choose M or T.",18
47,19,1,6,H,-1,0.25,"Machine T in Casino 2 delivered 0 points.

Casino 1, visit 6: Choose Z or H.",19
47,20,4,6,F,-1,0.75,"Machine H in Casino 1 delivered -1 points.

Casino 4, visit 6: Choose G or F.",20
47,21,3,5,Q,0,0.75,"Machine F in Casino 4 delivered -1 points.

Casino 3, visit 5: Choose Q or C.",21
47,22,3,6,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 6: Choose Q or C.",22
47,23,1,7,H,0,0.25,"Machine Q in Casino 3 delivered 0 points.

Casino 1, visit 7: Choose Z or H.",23
47,24,3,7,Q,0,0.75,"Machine H in Casino 1 delivered 0 points.

Casino 3, visit 7: Choose Q or C.",24
47,25,3,8,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 8: Choose Q or C.",25
47,26,3,9,Q,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 3, visit 9: Choose Q or C.",26
47,27,4,7,F,0,0.75,"Machine Q in Casino 3 delivered 0 points.

Casino 4, visit 7: Choose G or F.",27
47,28,4,8,F,0,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 4, visit 8: Choose G or F.",28
47,29,2,5,T,-1,0.75,"Machine F in Casino 4 delivered 0 points.

Casino 2, visit 5: Choose M or T.",29
47,30,4,9,F,0,0.75,"Machine T in Casino 2 delivered -1 points.

Casino 4, visit 9: Choose G or F.",30
